2015-04-09 12:02:00,Мои твиты,"<ul> <li> <a href=""http://twitter.com/mudasobwa/status/586041978971758593""><em>Чт, 07:44</em></a>: When I need to name a variable containing <a href=""http://twitter.com/search?q=%23Class"" title=""#Class"">#Class</a> instance, I do name it: ☑ klazz ☒ clazz ☒ klass </li> <li> <a href=""http://twitter.com/mudasobwa/status/586057120203706368""><em>Чт, 08:44</em></a>: Деревянные игрушки, резиновые женщины, <a href=""http://twitter.com/search?q=%23StackOverflow"" title=""#StackOverflow"">#StackOverflow</a> на русском... </li> </ul>"
2015-04-10 12:02:00,Мои твиты,"<ul> <li> <a href=""http://twitter.com/Doppler_Effectt/status/586228366761668609""><em>Чт, 20:07</em></a>: RT @<a href=""http://twitter.com/Doppler_Effectt"">Doppler_Effectt</a>: Все. Стихи можно больше не писать, лучше все равно никто не напишет. </li> </ul>"
2015-04-11 12:02:00,Мои твиты,"<ul> <li> <a href=""http://twitter.com/mudasobwa/status/586786687444877312""><em>Сб, 09:03</em></a>: <a href=""http://t.co/W8EwIEjWNe"">http://t.co/W8EwIEjWNe</a> Just wrote a new note about <a href=""http://twitter.com/search?q=%23Rails"" title=""#Rails"">#Rails</a> <a href=""http://twitter.com/search?q=%23log"" title=""#log"">#log</a> hacki... <a href=""http://t.co/8wT4MZaSOZ"">http://t.co/8wT4MZaSOZ</a> </li> <li> <a href=""http://twitter.com/mudasobwa/status/586827458026086400""><em>Сб, 11:45</em></a>: Либерала либерал каждым словом заебал. #шорты </li> </ul>"
2015-04-11 22:39:00,Once again about the Deuce,"I begged their pardons, and their, and their,<br>
&nbsp;&nbsp;however I couldn’t fall asleep.<br>
My deuce came to me and straddled a chair,<br>
&nbsp;&nbsp;prepared himself to leap.<br>
Unceremoniously he urged me “Well,<br>
&nbsp;&nbsp;it’s time for contracts to sign.<br>
Let’s assent to the league, let’s strike the bells,<br>
&nbsp;&nbsp;let’s tresspass sine die, time’s thine.”<br>
&nbsp;&nbsp;&nbsp;“You are free to lie, and to fornicate<br>
&nbsp;&nbsp;&nbsp;to betray you friends, break your words.<br>
&nbsp;&nbsp;&nbsp;Yeah, you’ll be oblidged later to meet a cheque,<br>
&nbsp;&nbsp;&nbsp;but it’s all to be afterwards.”<br><br>
“You’ll get to know that: sins are tall,<br>
&nbsp;&nbsp;turning bitterly gray and dun.<br>
The fortune is not being one for all,<br>
&nbsp;&nbsp;but everybody to be as one.”<br>
“You’ll comprehend the point: you are not judged,<br>
&nbsp;&nbsp;neither then, nor straight away.<br>
All together to waggle ‘yes’ to fudge,<br>
&nbsp;&nbsp;all and sundry to nod ‘no way’.”<br>
&nbsp;&nbsp;&nbsp;“You’ll engender wolfs, make them clearance check,<br>
&nbsp;&nbsp;&nbsp;teach them wag their tails for lords.<br>
&nbsp;&nbsp;&nbsp;Yeah, you’ll be oblidged later to meet a cheque,<br>
&nbsp;&nbsp;&nbsp;but it’s all to be afterwards.”<br><br>
“The snows of yesteryear, your soul isn’t a cage<br>
&nbsp;&nbsp;lo and behold!&nbsp;— Doomsday’s gonna pass.<br>
In our Stone Age, in our Nuclear Age,<br>
&nbsp;&nbsp;elastic conscience costs a vast.”<br>
“No need nowadays to be good, it’s a pain<br>
&nbsp;&nbsp;closing our days in the ash...<br>
So shoulder a debt, take this fountain pen,<br>
&nbsp;&nbsp;and sign it here, under a dash!”<br><br>
&nbsp;&nbsp;&nbsp;The deuce unconstrainedly rised from a mud<br>
&nbsp;&nbsp;&nbsp;and pushed a vial to me cross a desk.<br>
&nbsp;&nbsp;&nbsp;I uttered “Surely it is a blood?”&nbsp;—<br>
&nbsp;&nbsp;&nbsp;“Just an ink,”&nbsp;— he equivocal blessed.<br>"
2015-04-12 07:21:00,"Эй, там, на Фейсбуке! ","Фейсбук отчаялся окрестить меня в свою веру сообщениями о четырех новых друзьях (каждый день) и Колиных записях (раз в два дня) и пошел ва-банк:
<img src=""http://ic.pics.livejournal.com/mudasobwa/18658516/45640/45640_600.png"" style=""border: 1px solid #DDD"" alt=""Ваш адрес электронной почты открыт для Ресторан Лебединое озеро, поэтому вы получили приглашение отметить эту Страницу на Facebook как понравившуюся"">
Если это — не пиздец, то я и не знаю, что такое пиздец. Цуклер, нах."
2015-04-15 07:45:00,Если бы программисты строили лифты…,"<p>В узких кругах общеизвестно, что я неравнодушен к проектированию лифтов. Нет,
механика тросов, блоков и аварийных удержателей меня не волнует. Я не боюсь
застрять в лифте (кажется, и не застревал за свою жизнь ни разу), не опасаюсь
полета в бездну ввиду оторвавшегося крепления, меня не впечатляют фрагменты
американских триллеров, в которых каждый специальный агент хоть раз, да вылезает
на крышу лифта через удачно проломившийся кусок потолка.</p>

<p>Меня интереует задача оптимальной подачи одного из лифтов в офисном здании
заждавшимся терпилам с двенадцатого этажа. Насколько могу судить, эта
архиважнейшая проблема так и не была сколько-нибудь успешно решена ни в одной из
стран, где мне доводилось работать.</p>

<p>Традиционная практика&nbsp;— ленивый алгоритм&nbsp;— привез пассажиров и уснул&nbsp;—
очевидно, неоптимальна. Утром все едут наверх, вечером&nbsp;— вниз. Это легко
угадать. В обеденный перерыв потоки тоже предсказуемы. Если лифтов много, то,
наверное, один можно отправить туда, где образовалась временная лифтовая дыра.
И так далее.</p>

<p>На всех собеседованиях понравившимся кандидатам я задаю эту задачу. Просто,
чтобы посмотреть, как кандидат будет рассуждать.</p>

<p>И вот высшие силы мне отомстили. Я работаю в здании, где контроллер лифтов
пректировал такой же мудак, как я. Лифты скоростные. Но, сука, мыслящие.
Существующие по Декарту. Они пытаются сделать хорошо. И это, как обычно в
случаях, когда кто-то слишком усердствует в стремлении сделать хорошо,
превращается в ад.</p>

<p>Ступил ты, скажем, в чрево этого подъемного механизма, после перекура. Нажал
кнопку своего десятого этажа. Двери закрылись. Ты один, тебе комфортно, ты
давишь прыщ у себя на носу, приникнув к громадному зеркалу. У тебя есть примерно
пять секунд. Точнее, <i>было бы пять секунд</i>, если бы не этот Нострадамус,
программировавший контроллер.</p>

<p>Плавное торможение вжимает тебя в пол через секунду. Четвертый. Пауза.
Загорается табло и приятный женский голос сообщает: “Serviendo la cabina
superior”. Что в переводе с бусурманского означает: «Более расторопная кабина
увезет этих четыреэтажников». Потом разгон и… тормоз на восьмом. В зависимости
от гороскопа таких остановок может быть до пяти, на разных этажах. В результате
ты приезжаешь с перекура с таким опозданием, словно сходил искупался и посидел
в кафе на пляже.</p>

<p>Я это к чему. К тому, что <strong>у людей, которые что-то пытаются улучшать, должен
быть неимоверно развит орган, отвечающий за бдительность и скептицизм</strong>. Со
скоростями, на которых ездят эти лифты, оптимальная стратегия выглядит так:
взял пассажиров, отвез, куда им надо, поехал на следующий вызов. Сиречь, самый
простой, ленивый алгоритм тут работал бы лучше всего.</p>

<p>Но нет, обязательно найдется кто-то умный и положит свой камень в дорогу
благих намерений.</p>"
2015-04-15 12:02:00,Мои твиты,"<ul> <li> <a href=""http://twitter.com/leprekot/status/536063418600800256""><em>Ср, 08:33</em></a>: RT @<a href=""http://twitter.com/leprekot"">leprekot</a>: Ну, нужно выложить. <a href=""http://t.co/PjoLRMMxbu"">http://t.co/PjoLRMMxbu</a> </li> </ul>"
2015-04-15 14:20:00,"Яндекс, убери яйца, Пасха кончилась","<img src=""http://ic.pics.livejournal.com/mudasobwa/18658516/45938/45938_600.png"" alt=""запутать — to fuck smth up"">"
2015-04-16 08:05:00,Загадка,"Вот, допустим, современное искусство.
<img src=""http://ic.pics.livejournal.com/mudasobwa/18658516/46538/46538_600.jpg"" alt="""" title=""Carrer Voluntaris Olímpics, Barcelona"">
Скульптура на переднем плане, расположенная на площади Олимпийских Волонтеров, названа в честь одного из величайших противостояний прошлого. Существует артефакт, косвенно подтверждающий исторический факт. Известно, что силы были неравными. 

Покрупнее:
<img src=""http://ic.pics.livejournal.com/mudasobwa/18658516/46114/46114_600.jpg"" alt=""David and Goliath"">
А теперь, внимание, вопрос: в честь кого названо это, с позволения сказать, сооружение?"
2015-04-16 12:02:00,Мои твиты,"<ul> <li> <a href=""http://twitter.com/mudasobwa/status/588384566483681283""><em>Ср, 18:53</em></a>: Хрен из-под Кастельдефельса был неравнодушен к рельсам. «Я, — кричал, — Каренина! Шпалы мне до фени, нна», — а вокруг лица струились пейсы. </li> </ul>"
