2010-07-06 10:12:00,Челлендж (это выбор) —,"Хотите квартирник?

Всех накормим, напоим и вообще. В программе: байки автора, которые он умеет рассказывать, завывание стишков (за термин спасибо Губерману), ажиотаж, харизма.

Принесете гитару — буду даже петь.

Дефолтсити, выходные. Если припрется более трех человек — буду артистичен."
2010-07-09 16:29:00,s/квартирник/парковник/g,"Спасибо всем, кто изъявил желание быть :-)

Поскольку в квартире находиться в это время года невозможно, мое предложение таково: встречаемся в 16:30 (или позже) в парке Лосиный остров, невозбранно выпиваем пиво/сок (ассортимент на организаторе), разговариваем и слушаем (ассортимент на организаторе).

Отмечаться не нужно, просто приходите. Я буду очень рад всем.

<a href=""http://maps.yandex.ru/?um=v2pTehwuGdiRvb3w9pjn633JIueLQmnF&l=map"">«Воскресенье, 11.07.10» на Яндекс.Картах</a>

Если что: +7 919 4101481"
2010-07-11 11:27:00,Шоб мне так жить!,"<img src=""http://pics.livejournal.com/mudasobwa/pic/000407zc"" width=""600"" height=""573"" border='0' alt=""Одесские дворики"" title=""Одесса, Молдаванка""/>"
2010-07-14 11:53:00,Прикладной маркетинг,"Я вечерами хожу в «Пятерочку». Мне там радуются, кассирши здороваются, а барышня из колбасного пару недель назад — даже глазки состроила.
Вчера захожу — в овощном отделе лежит регани по 119 (!!) рублей кило. Я попросил пакетик побольше и оставил магазин без этой сильно пахнущей, дурного цвета, — травы.
Теперь у нас есть килограмм песто. Обошедшийся мне в 200 рублей (с учетом пармезана).
Если кому надо — можем отсыпать. А если у вас под боком «Пятерочка» — сходите, выгребите их запасы. Я не привык считать деньги на еду, но если рыночная цена превышает себестоимость в 20 раз — я зверею. И делаю песто. Чего и вам желаю."
2010-07-15 11:37:00,"Досуг критских урн (Ираклео, 2003 г.)","<table><tr><td><img alt=""А пойду-ка я в кабак!"" src=""http://pics.livejournal.com/mudasobwa/pic/00041x22"" width=""300"" height=""400"" border='0'/><br/><b>А пойду-ка я в кабак!</b><br/></td><td><img alt=""Все, бля, пора домой…"" src=""http://pics.livejournal.com/mudasobwa/pic/00042w2k"" width=""300"" height=""400"" border='0'/><br/><b>Все, бля, пора домой…</b><br/></td></tr></table>"
2010-07-19 16:04:00,Жа-ра пиши через а. А лучше — не пиши никак.,"Людям, которые считают своим долгом работать в ленте термометром, — искренне желаю +50°C в тени и полное отключение воды во всех доступных местах. Не о чем сказать? — промолчи, тупица. Купи себе кондиционер, или, там, вентилятор на худой конец. Даже лягушка из известного анекдота — предпочитала чувствовать себя женщиной, а не говорящим градусником.

Я же пока ограничусь двумя советами.
 
1. Если вы делаете малосольные огурцы, обязательно попробуйте добавлять свежие тимьян, розмарин, чабрец и, разумеется, тархун. Я каждый слой прокладываю отдельной травой (+ укроп, естественно). Листьями вишни и дуба — пусть пользуются те, у кого в пределах прямой видимости нет ни одного магазина. Засолку я предпочитаю горячую, варю этакий бульон на соли, красном перце и сушеных корешках патиссона и сельдерея. 

2. В песто (да, «Пятерочка» продолжает радовать, сегодня меня продавщица попросила оставить пару пучков «еще кому-нибудь хоть на салатик») — не бойтесь добавлять красный перец в разумных количествах — и розмарин.

У меня все."
2010-07-21 21:57:00,Перфекционизм как средство не сделать ничего полезного,"Я уже было заготовил самовлюбленную запись про «какойямолодец», но, к счастью, судьба наказала мне немедленно дойти до ближайшего магазина. Пока ходил — все понял. И про себя, и про некоторые важные вещи. Итак, я чуть было не написал во всепрочтение: «Настоящий перфекционизм заставляет тебя тянуть трехфазную проводку по всем правилам — между двумя аутентичными розетками в квартире образца шестидесятого года».

Потом, как я уже говорил, мне выпал шанс поумерить чванство и немного поразмыслить.

Да, я клал трехфазку. Ебался с землей, что твой некрофил. У меня теперь есть розетка на кухне, куда можно без удлинителей и ебаной матери воткнуть вилку холодильника. Я потратил лишние полтора часа и гугол нервов — именно из-за этого третьего проводочка. Если бы это был чистый перфекционизм — меня необходимо было бы показать врачам имени Ганнушкина.

На самом деле, здесь сказалось мое программистское прошлое (а также настоящее и будущее, если Игорь не заставит меня переквалифицироваться в романописателя, конечно). Я же просто подготовил правильный интерфейс для полной смены проводки в квартире. Если это вдруг произойдет — мой кусок в замене не нуждается. Он готов к Проводке 2.0.

Так что, друзья мои, перфекционизм — это тщательно замаскированный фьючерсный реализм. Ну, иногда."
2010-07-21 22:27:00,Я — дабля!,"У меня возник достаточно странный вопрос, на который я попросил бы ответить всех, кому позволяет религия, и — не лень.

По каким параметрам для вас (тебя, тебя и тебя) — день считается удачным? Что должно случиться, чтобы в конце дня, перед сном, вы (ты, ты и ты) — смогли бы сказать самому себе: «Ай да я, ай да сукин сын!». Или, хотя бы, прозаично: «Я — молодец!».

?

Часто ли вы (ты, ты и ты) — ощущаете себя молодцом?

Что может послужить причиной? Бабушка через дорогу? Удачная партия на бильярде? Хороший простигосподи секс? Подвиг на работе? Спасение мира?

Я расскажу в комментариях про себя, потом. Сейчас мне интересно ваше (твое, твое и — да! — твое тоже!) мироощущение.

Спасибо."
2010-07-21 23:59:00,2b V !2b,"Моэм говорил: «Я прочитал все великие романы по два-три раза, и теперь мне их перечитывать уже не так интересно».

Я перечитал свой ЖЖ. Много фрустрировал. Вежливые люди говорят, что мне нужно пробавляться экспромтами (Игорь, Алла, заходите еще — почитаю неизвестного™ Маяковского).
 
В общем, (в)опрос:

 — мне писать роман;
 — мне писать лытдыбр в ЖЖ;
 — мне не писать вообще."
2010-07-22 20:49:00,Ключевой аргумент в споре,"<blockquote style=""border-left: 3px solid #CCC; margin: 0 0 0 3em;"">Да я за тобой <b>два</b> дня посуду мыла.</blockquote>

Это я только что услышал. Чуть кони не двинул."
2010-07-27 09:07:00,,"Я не решаюсь написать стихотворение на 30 лет смерти. Третий день — хожу и думаю, что же написать-то тогда.

Я знаю почти все его стихи наизусть. Если бы можно было попросить политическое убежище в стране его героев — я бы незамедлительно подал документы.

Позавчера я внимательно смотрел все передачи во славу. Как обычно, гений предвидел все это еще тогда.

<blockquote style=""border-left: 3px solid rgb(204, 204, 204); padding: 0.2em 1em; margin-left: 3em; font-style: italic;"">Я немел, в покрывало упрятан, —
&nbsp;&nbsp;&nbsp;&nbsp;Все там будем!
Я орал в то же время кастратом
&nbsp;&nbsp;&nbsp;&nbsp;В уши людям.
Саван сдернули — как я обужен, —
&nbsp;&nbsp;&nbsp;&nbsp;Нате смерьте! —
Неужели такой я вам нужен
&nbsp;&nbsp;&nbsp;&nbsp;После смерти?!

<span style=""color: #999; font-size: 85%;"">— «<a href=""http://www.kulichki.com/vv/pesni/ya-pri-zhizni-byl.html"">Памятник</a>»</span></blockquote>"
2010-07-27 09:20:00,Случайный рецепт,"Грамм сто розмарина, чуть поменьше тархуна, тимьян, красный перец чили. Пармезана грамм 600.

В блендер.

Песто отдыхает."
2010-07-27 16:40:00,Я снова ушел на свой хостинг,"<p><a href=""http://mudasobwa.ru"">http://mudasobwa.ru</a><br/>

В ЖЖ буду транслировать, по мере сил.</p>  <p>Комментарии получаю все, отвечаю только на те, которые осмысленны и не самодостаточны.<br/>
Всех люблю. Кроме тех, кого не люблю.</p><div align=""right""><small><a href=""http://rss2lj.net/"" rel=""nofollow"">rss2lj</a></small></div>"
2010-07-28 16:57:00,,"<div style=""border: 3px double rgb(204, 204, 204); margin: 0.2em 8em; padding: 0.4em; font-size: 140%; font-weight: bold; text-align: center;"">Сколько ни рисуй сердечки, всегда найдется человек, который увидит на картинке жопу.</div>
<div align=""right""><small><a href=""http://rss2lj.net/"" rel=""nofollow"">rss2lj</a></small></div>"
2010-07-29 07:56:00,Violence solves everything,"<blockquote style=""border-left: 3px solid rgb(204, 204, 204); padding: 0.2em 1em; margin-left: 3em; font-style: italic;""><a href=""http://www.youtube.com/watch?feature=player_embedded&amp;hl=ru&amp;v=O2YFtSYDfiM"">Неудержимое насилие, детям, беременным и нервным — смотреть не рекомендуется.</a></blockquote>
<a href=""http://mudasobwa.ru/index.php/weblinks/redirect/3804"">Спасибо</a>, <a href=""http://urbanian.ru"">urbanian</a>!"
