2012-03-04 11:38:00,На радость дня,Жену в военной форме куда-то увезли на автобусе. Заставили взять с собой пенсионное.
2012-03-04 13:09:00,Последние известия,"<figure><img src=""http://mudasobwa.ru/i/znak_krug.jpg"" alt=""Карусель""><figcaption><br>В Москве замечены люди в белых набедренных лентах, срывающие знаки «Уступи дорогу президенту» и «Карусель».</figcaption></figure>"
2012-03-05 11:17:00,…,"<div style=""border: 3px double rgb(204, 204, 204); margin: 0.2em 8em; padding: 0.4em; font-size: 20px; font-weight: bold; text-align: center;"">This site is best viewed without resolution.</div>"
2012-03-05 11:24:00,…,"<div style=""border: 3px double rgb(204, 204, 204); margin: 0.2em 8em; padding: 0.4em; font-size: 20px; font-weight: bold; text-align: center;"">Он был настолько застенчив, что переписывался сам с собой посредством скрытых комментариев.</div>"
2012-03-05 15:59:00,"Последнее, про нас","<p>Я хотел бы вдогонку все-таки высказать свою позицию по случившимся у нас выборам. Тезисно.</p>
<p>1.<span style=""font-weight: bold;""> Партия жуликов и воров</span>. Всякий, кто получал зарплату в конверте и не пытался заплатить с нее налоги напрямую через налоговую — жулик и вор, который считает нормальным воровать у бюджета своей страны. И все ваши претензии Прохору — просто в том, что ему «дали наворовать больше, чем вам». Простите, модуль значения не имеет. Я готов повторить это любому желающему в лицо: если вы хоть раз взяли деньги и не заплатили с них налог — вы жулик и вор, идите доставать бревно из левого глаза.
<br></p>
<p>2.<span style=""font-weight: bold;""> За честные выборы</span>. Что-то я не впаял, вы считаете эти выборы не особо честными, или вас что-то другое не устраивает? Давайте глянем на ваши (смехотворные, но все же) данные по думским выборам и сегодняшним. Все бьется, идиоты, арифметику надо было учить.
<br></p>
<p>3.<span style=""font-weight: bold;""> Либеральность</span>. Я бы посмотрел на вас, если бы победил кто-нибудь еще — и либо национализировал ваши ипотеки (Зюганов), либо разогнал в жопу неэффективные агентства (Прохор). Новые московские, которые что такое построить дом, или выкопать колодец — знают только из уст дальних знакомых, которые всю жизнь зарабатывают показом никому не нужных презентаций в никому не нужных агентствах, и уже смогли «обеспечить свою семью», к вам обращаюсь я: если вдруг у нас тут либерализм дойдет до ума и вас всех отправят нахуй: что вы станете делать?</p>
<p>4.<span style=""font-weight: bold;""> И последнее</span>. Я не святой, как и все мы. Но мне очень стыдно сегодня смотреть на так называемую интеллигенцию, которой вдруг приподняли веки. Жалкие вопли про фальсификации (с основным аргументом: это очевидно же!). Грозное помахивание пальчиком, про «всем воздастся». Пердеж в лужу.</p>
<p>Наша интеллигенция с 1825 года не была способна ни на что иное, как пердеж в лужу. Ну разве что съебстись в Париж. Или по кухням посудачить. Или, убедившись в полной лояльности власти, — помахать ниточками (или ленточками?). Пойдите постройте дом, посадите дерево, или, на крайняк, родите ребенка (все равно вы больше ничего не умеете).</p>
<p>А я пойду поиграю на бильярде. Я рад, что у меня есть такая возможность. Потому что еще пара часов чтения говноленты — и мне захочется удавиться. Спасибо.
<br></p>"
2012-03-06 16:18:00,"Мы с супругой немного переписали Кинчева, а я даже спел","<lj-embed id=""40""/>"
2012-03-08 14:47:00,У меня появился новый кумир троллинга,"<lj-embed id=""41""/>"
2012-03-19 16:32:00,Рекламное агентство «Труимаж» представляет,"<p><img alt="""" src=""http://mudasobwa.ru/i/al-ein.jpg""></p>"
2012-03-20 00:40:00,В России введут «гардеробную цензуру»,"<blockquote cite=""http://deita.ru/society/v-rossii_16.03.2012_809945_v-rossii-vvedut-garderobnuju-tsenzuru.html"" style=""border-left: 5px solid #EEEEEE; margin-bottom: 18px; padding-left: 15px; color: #888;""><p> Российские законодатели не стали переходить грань здравого смысла. Но и без этого, новый закон получился достаточно строгим и неоднозначным. Вот выдержки из некоторых статей.</p>
<p> — Гражданин РФ в любой ситуации обязан выглядеть подобающим образом. Одежда должна быть чистой и аккуратной, макияж — не броским. Запрещается носить одежду с нашивками и наклейками антисемитского характера, со слоганами, призывающими к межнациональной розни. Надписи на одежде не должны содержать нецензурные слова вне зависимости от языка, на котором они написаны. (Статья 14, пункт 1)</p>
<p> Отдельная статья в законе посвящена женскому гардеробу.</p>
<p> — Гражданка РФ должна одеваться подобающе. Запрещается носить ботфорты в сочетании с чулками-сеточкой. В общественных местах запрещено носить обтягивающие брюки или леггинсы без юбки положенной длины. Юбка должна быть не короче 40 см, шорты — не менее 35 см длиной. Запрещается появляться на улицах города в обтягивающих топах с оголенным животом и глубоким декольте. Исключение составляют пляжи. (Статья 23, пункт 8)</p>
<p> Многим девушкам придется не по душе и статья о нижнем белье.</p>
<p> — Нижнее белье не должно быть прозрачным или выступать из верхней одежды. Без нижнего белья появляться в общественных местах запрещено. (Статья 23, выдержка из пункта 4)</p><small style=""color: #BFBFBF; display: block; font-size: 12px; font-weight: 300; line-height: 18px;"">— <a href=""http://deita.ru/society/v-rossii_16.03.2012_809945_v-rossii-vvedut-garderobnuju-tsenzuru.html"">http://deita.ru/society/v-rossii_16.03.2012_809945_v-rossii-vvedut-garderobnuju-tsenzuru.html</a></small></blockquote><br>"
2012-03-20 01:22:00,PuTTY Riot,"<p><img alt=""PuTTY Riot"" src=""http://mudasobwa.ru/i/putty-riot.png""></p>
<p>Известный баг получил высший приоритет и был переименован в «<span style=""font-weight: bold;"">PuTTY Riot</span>».
<br></p>"
2012-03-20 09:11:00,Google Translated Graffiti,"<figure><img src=""http://mudasobwa.ru/i/est-chem-zanyat.jpg"" alt=""Даже если бы была свободна — разве есть чем занять""><figcaption>По ночам человекоподобные роботы выползают на улицы и развлекаются.</figcaption></figure>"
2012-03-20 09:20:00,Премиум Pelmeni,"<figure><img src=""http://mudasobwa.ru/i/1332220817-premium-pelmeni.jpg"" alt=""Премиум Pelmeni"">
    <figcaption>
      <p>А также: вилки VIP, тарелки 5★ и столы King Size.</p>
    </figcaption>
  </figure>"
2012-03-21 07:03:00,"Атос, Портос, Арамис и остальные","<p>Разговаривал вчера в жаббире с хорошим знакомым. Кульминацией беседы, как это зачастую бывает, стал его риторический вопрос к мирозданию: «Леха, ну почему никто не понимает очевидные вещи?».</p>
<p>Почти занес пальцы над клавиатурой, чтобы ответить, мол, это оттого, что все пидарасы — только мы с тобой д’Артаньяны. И тут внезапно вспомнил, что он — гей. Пришлось написать: «Серега, походу д’Артаньян-то здесь только я!».<br></p>
<figure><img src=""http://engrishfunny.files.wordpress.com/2012/03/engrish-funny-no-entry-indeed.jpg"" alt=""Straight prohibited""><figcaption><p>— <a href=""http://engrishfunny.failblog.org/2012/03/20/engrish-funny-no-entry-indeed/"">Engrish Funny</a></p></figcaption></figure>"
2012-03-21 12:48:00,10 мудрых советов,"<ul>
	<li>Призадумался? — Выплюнь сыр.</li>
	<li>Нарубил дров? — Заставь сына отвезти.</li>
	<li>Воздвиг памятник? — Найми садовника.
<br></li>
	<li>Услышал звон? — Узнай, откуда.</li>
	<li>Занемог? — Заставь себя уважать.</li>
	<li>Забил снаряд? — Угости друга.</li>
	<li>Ломаешь руки? — Разбей мозги.
<br></li>
	<li>Переждал ливень? — Не торгуйся.</li>
	<li>Устал от жизни? — Полюби землю.
<br></li>
	<li>Узнал скрипку? — Умри.
<br></li>
</ul>"
2012-03-21 17:11:00,Два слова о πr,"<figure><img alt=""Популярно в G+"" src=""http://mudasobwa.ru/i/20120321-001.png""><figcaption><p>+36! Шестеро поделились!!</p></figcaption></figure>
<p>Я теперь знаю, как добиться популярности и стать топовым блоггером. Начну прямо сейчас: </p>
<blockquote>
<p>ты навсегда в ответе за всех, кого приручил</p><small>— А. Экзюпери</small>
</blockquote>"
2012-03-21 17:15:00,…,"<div style=""border: 3px double rgb(204, 204, 204); margin: 0.2em 8em; padding: 0.4em; font-size: 20px; font-weight: bold; text-align: center;"">Знаете ли вы, что пиар — это половина длины окружности?</div>"
2012-03-21 17:40:00,Разносторонний человек,"<p><img alt=""интересы: #everything"" src=""http://mudasobwa.ru/i/20120321001.png""></p>
<p>Руки чешутся посоветовать ему добавить в интересы <b>#oxymorons</b>. Особенно порадовало <b>#ubuntu</b> and <b>#women</b>. Подумываю дописать такую строчку в резюме.</p>"
